placekey,raw_visitor_counts,distance_from_home,median_dwell,cluster,location_name,top_category,sub_category,latitude,longitude,city,region,pred_sub_category
225-222@8ts-3my-4jv,2.9444389791664403,9.455245415071905,2.3513752571634776,3,Circle K,Grocery Stores,Convenience Stores,32.251251,-110.87497,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@5zb-xcz-zxq,4.418840607796598,8.050065422915965,2.0794415416798357,1,Roosevelt Supermarket,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.458969,-112.12743,Phoenix,AZ,Convenience Stores
222-223@8ts-zgh-kj9,5.187385805840755,7.379008127628304,2.302585092994046,1,7-Eleven,Grocery Stores,Convenience Stores,33.399971,-111.87397,Mesa,AZ,Convenience Stores
222-222@8sc-xr3-975,4.624972813284271,8.58839695042257,2.8903717578961645,1,Green Trees Grocery Outlet,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.669739,-114.47767,Yuma,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@5zb-xmh-xt9,6.98933526597456,9.205629292246064,2.70805020110221,2,Trader Joe's,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.63596,-111.91715,Scottsdale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
227-222@8sc-r8q-ffz,5.003946305945459,8.438149984075784,1.9459101490553132,1,Circle K,Grocery Stores,Convenience Stores,32.714592,-114.62412,Yuma,AZ,Convenience Stores
zzw-223@5z9-bt5-v2k,5.598421958998375,8.897545598709327,1.9459101490553132,2,Mohave Market Place,Grocery Stores,Convenience Stores,34.997547,-114.59742,Fort Mohave,AZ,Convenience Stores
223-222@8ts-3m4-bhq,6.19644412779452,6.771935555839602,3.295836866004329,1,La Petite Patisserie,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.229416,-110.95699,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-226@8ts-3mp-w8v,4.3694478524670215,7.874358824729881,2.9444389791664403,1,Albertsons,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.29892,-110.99641,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzy-223@5zb-wwn-6hq,4.3694478524670215,8.992681750892542,3.091042453358316,3,4 Sons Food Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.666939,-112.1684,Glendale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
22d-222@8ts-3my-4qf,4.2626798770413155,8.449556542700426,3.8066624897703196,3,Queen Sheba,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.251095,-110.87367,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-222@8ts-3pw-tjv,4.90527477843843,8.957510510291613,1.791759469228055,2,Circle K,Grocery Stores,Convenience Stores,32.17767,-110.92586,Tucson,AZ,Convenience Stores
224-222@5zb-t2h-grk,4.30406509320417,8.646289764750648,2.1972245773362196,2,C Stop,Grocery Stores,Convenience Stores,34.546455,-112.47568,Prescott,AZ,Convenience Stores
222-222@8ts-zr6-gtv,3.58351893845611,8.835355971121606,2.302585092994046,2,Yerberia El TIGRE BLANCO,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.415684,-111.79594,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-223@8ts-zg6-ckf,2.5649493574615367,9.835904401212332,2.302585092994046,3,The Corporate Deli,Grocery Stores,Convenience Stores,33.444756,-111.95614,Tempe,AZ,Supermarkets and Other Grocery (except Convenience) Stores
224-222@8ts-zb2-ch5,4.852030263919617,8.51097389160232,1.791759469228055,1,Circle K,Grocery Stores,Convenience Stores,33.321632,-111.75635,Gilbert,AZ,Convenience Stores
223-222@5zb-xg8-jn5,4.110873864173311,8.682877107057168,3.044522437723423,3,Qwik Stop,Grocery Stores,Convenience Stores,33.633354,-112.34151,Surprise,AZ,Convenience Stores
229-224@8ts-3jh-7h5,7.307872780763706,8.89370997756851,3.044522437723423,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.105358,-110.77406,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
228-222@8sc-r8k-tqf,4.74493212836325,7.591357046698551,1.9459101490553132,1,Circle K,Grocery Stores,Convenience Stores,32.712868,-114.65076,Yuma,AZ,Convenience Stores
zzw-224@8ts-d2j-bx5,6.569481420414296,8.340694647925071,2.995732273553991,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.379318,-112.03191,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-224@5z9-t63-8jv,4.477336814478207,8.157657015196472,3.332204510175204,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,34.71838,-112.00323,Cottonwood,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-222@8tr-zbb-xbk,5.10594547390058,8.842893331055539,2.70805020110221,1,Sprouts Farmers Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.3223,-111.04339,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-225@5zb-xbt-vvf,4.060443010546419,8.625509334899697,2.995732273553991,3,GS Supermarket,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.537155,-112.16996,Glendale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
226-222@8ts-2dv-66k,4.605170185988092,8.711278615130434,2.0794415416798357,2,Circle K,Grocery Stores,Convenience Stores,32.758202,-111.55453,Eloy,AZ,Convenience Stores
222-223@8ts-zcf-jd9,3.784189633918261,8.89795568688403,2.302585092994046,2,Diamond Shamrock,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.408794,-111.73696,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzy-223@8tr-zbs-cwk,8.651898894268529,9.547669384317377,2.9444389791664403,2,Arizona Pavilions,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.355694,-111.08912,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-223@5zb-xh3-j35,4.2626798770413155,8.649098262296176,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,33.609451,-112.23814,Peoria,AZ,Convenience Stores
223-222@5zb-xmz-zxq,4.6913478822291435,9.959631563154169,1.791759469228055,2,Circle K,Grocery Stores,Convenience Stores,33.501659,-111.91792,Scottsdale,AZ,Convenience Stores
229-222@5zb-xfr-rc5,3.8501476017100584,8.277411998949004,2.2512917986064953,1,Grams Mini Mart,Grocery Stores,Convenience Stores,33.566017,-112.2804,Sun City,AZ,Convenience Stores
222-225@8ts-3mj-5mk,4.859812404361672,8.975124239427704,1.791759469228055,2,Corner Store,Grocery Stores,Convenience Stores,32.297935,-110.99567,Tucson,AZ,Convenience Stores
223-222@8ts-d6f-gkz,3.5263605246161616,8.687273461787838,3.5263605246161616,3,Food Valley Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.447559,-112.25538,Tolleson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-zt5-d5f,3.970291913552122,9.031572493381526,1.9459101490553132,2,ampm,Grocery Stores,Convenience Stores,33.232422,-111.84218,Chandler,AZ,Convenience Stores
225-222@5zb-xg6-jy9,3.970291913552122,7.047517221357296,2.4849066497880004,1,Star Mini Mart,Grocery Stores,Convenience Stores,33.608738,-112.31499,El Mirage,AZ,Convenience Stores
223-222@5zb-wwg-kfz,4.290459441148391,8.508555998020574,2.995732273553991,1,Pop The Soda Shop,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.595909,-112.13466,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-224@5zb-wth-qvf,4.59511985013459,7.783224016336037,1.9459101490553132,1,Circle K,Grocery Stores,Convenience Stores,33.65551,-112.09932,Phoenix,AZ,Convenience Stores
227-223@8ts-78y-jvz,6.0063531596017325,7.99260665240021,2.5649493574615367,1,Food City Arizona,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.135036,-110.97643,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@5zb-xjf-7bk,4.709530201312334,8.016317898503415,2.302585092994046,1,Uruapan Carniceria,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.52298,-112.20237,Glendale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-222@8ts-zfg-zcq,4.770684624465665,9.575608290332934,2.302585092994046,2,Circle K,Grocery Stores,Convenience Stores,33.422371,-111.96038,Tempe,AZ,Convenience Stores
225-222@8ts-3h7-sbk,5.093750200806762,7.980023592310645,1.791759469228055,1,Circle K,Grocery Stores,Convenience Stores,32.206043,-110.80895,Tucson,AZ,Convenience Stores
226-222@8ts-zgk-73q,3.5553480614894135,9.487365864239434,2.772588722239781,3,Foodie Cat snack,Grocery Stores,Convenience Stores,33.409065,-111.8722,Mesa,AZ,Convenience Stores
222-222@8ts-d5t-kzz,5.749392985908253,8.963672275615016,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,33.451096,-112.23883,Tolleson,AZ,Convenience Stores
222-222@8ts-zg9-7kf,5.560681631015528,8.338783971442199,2.0794415416798357,1,Circle K,Grocery Stores,Convenience Stores,33.430073,-111.85558,Mesa,AZ,Convenience Stores
zzw-225@8ts-zfz-pn5,6.07073772800249,8.147867129923947,2.995732273553991,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.496021,-111.97946,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
226-222@5zb-t2g-kfz,3.4657359027997265,9.625491749673769,2.1972245773362196,2,Prescott Quick Stop,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,34.534348,-112.46988,Prescott,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-225@8tt-pg8-sbk,2.0794415416798357,9.732699231555847,2.1972245773362196,3,S A H A R A Sahara Humanitarian Resource,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,31.630558,-110.33595,Huachuca City,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-226@8ts-3m5-h3q,6.6039438246004725,7.988203597022576,2.9444389791664403,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.251698,-110.96249,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
224-222@8ts-3nn-snq,5.697093486505405,8.583542571957771,3.295836866004329,1,Sprouts Farmers Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.285278,-110.95941,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
228-222@8ts-zhc-d35,5.308267697401205,9.221082468508085,1.791759469228055,2,Circle K,Grocery Stores,Convenience Stores,33.334476,-111.97723,Phoenix,AZ,Convenience Stores
224-222@8ts-d2s-snq,4.890349128221754,8.619388703730907,1.791759469228055,2,Circle K,Grocery Stores,Convenience Stores,33.406364,-112.08145,Phoenix,AZ,Convenience Stores
zzw-222@5zb-xbm-qfz,3.9512437185814275,8.251142139090751,1.791759469228055,1,7-Eleven,Grocery Stores,Convenience Stores,33.566616,-112.18667,Glendale,AZ,Convenience Stores
zzw-226@8ts-zhy-xwk,4.634728988229636,9.13755460225053,2.3978952727983707,2,Tia Juanita Awesome Sauce,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.37748,-111.87724,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-223@8ts-zgk-sdv,3.6109179126442243,9.520761931397454,3.1354942159291497,3,ampm,Grocery Stores,Convenience Stores,33.422943,-111.84064,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-32r-5pv,3.713572066704308,8.846353043314327,2.6390573296152584,3,Fortunato's Italian Deli,Grocery Stores,Convenience Stores,32.257233,-110.79755,Tucson,AZ,Convenience Stores
zzw-222@5zb-xbk-bhq,4.553876891600541,9.256078263650036,3.4339872044851463,3,Olive Branch Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.551964,-112.1365,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-223@5zb-ww8-yqf,3.2188758248682006,8.140315540159985,2.4849066497880004,1,Sprouts Farmers Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.609241,-112.14867,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-d2s-mff,4.553876891600541,8.34711636103872,1.9459101490553132,1,Circle K,Grocery Stores,Convenience Stores,33.399208,-112.07378,Phoenix,AZ,Convenience Stores
zzw-222@5zb-x3y-s3q,3.6635616461296463,9.336444248771908,1.791759469228055,2,Cave Creek Market,Grocery Stores,Convenience Stores,33.770737,-111.98248,Cave Creek,AZ,Convenience Stores
222-222@8ts-cmh-jn5,2.833213344056216,9.600759521879075,1.791759469228055,2,Bob's Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.795013,-111.75771,Casa Grande,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-3ns-g49,4.709530201312334,8.435766192720509,1.791759469228055,1,Giant Express Conoco,Grocery Stores,Convenience Stores,32.177517,-110.98136,Tucson,AZ,Convenience Stores
222-223@8ts-zjb-j35,6.29156913955832,7.7702232041587855,2.740840023925201,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.348225,-111.85817,Chandler,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@5zb-v7h-jn5,5.003946305945459,7.939871576361883,1.791759469228055,1,4 Sons Food Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.609039,-112.39293,Surprise,AZ,Convenience Stores
22b-222@8ts-zb8-9s5,6.161207321695077,8.46821300919452,2.8903717578961645,1,Sprouts Farmers Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.303425,-111.75758,Gilbert,AZ,Supermarkets and Other Grocery (except Convenience) Stores
224-222@5zb-xmk-y7q,4.68213122712422,8.684570300824369,2.5257286443082556,1,AJ's Fine Foods,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.622131,-111.87311,Scottsdale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
22b-222@8tr-zbv-7qz,5.181783550292085,7.60489448081162,1.791759469228055,1,Circle K,Grocery Stores,Convenience Stores,32.370274,-111.06692,Tucson,AZ,Convenience Stores
222-222@5zb-xgm-m6k,5.817111159963204,7.969357742016346,1.791759469228055,1,Circle K,Grocery Stores,Convenience Stores,33.581291,-112.2034,Peoria,AZ,Convenience Stores
223-223@8ts-zgs-psq,5.10594547390058,9.878682433617158,1.6094379124341003,2,Indian Creek Texaco,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.494431,-111.89119,Scottsdale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-223@8ts-v37-y9z,5.537334267018537,10.156461713809012,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,33.358547,-111.46726,Gold Canyon,AZ,Convenience Stores
222-222@5zb-wxd-qcq,5.303304908059076,9.506362568702965,1.791759469228055,2,Circle K,Grocery Stores,Convenience Stores,33.596596,-112.01382,Phoenix,AZ,Convenience Stores
222-223@5zb-xbz-w8v,5.840641657373398,8.27052509505507,3.044522437723423,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.506653,-112.0412,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@8ts-zd4-vvf,5.872117789475416,8.54772239645106,2.70805020110221,1,IGA,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.322369,-111.84275,Chandler,AZ,Supermarkets and Other Grocery (except Convenience) Stores
227-222@5zb-vg5-3yv,4.543294782270004,7.9102237070973445,2.772588722239781,1,Mikeys Mini Mart,Grocery Stores,Convenience Stores,33.379723,-112.58616,Buckeye,AZ,Supermarkets and Other Grocery (except Convenience) Stores
22c-223@8ts-zfd-y35,2.302585092994046,9.913883328718248,2.3978952727983707,3,Acai Me,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.419281,-111.94023,Tempe,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@8ts-zfp-hqz,3.713572066704308,9.647949933410914,3.8394523125933104,3,Nephew's Corner Store,Grocery Stores,Convenience Stores,33.407661,-111.9483,Tempe,AZ,Convenience Stores
zzw-225@8ts-zgj-h5z,2.1972245773362196,9.842197084093021,2.5649493574615367,3,H Mart,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.413532,-111.8725,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-224@5zb-xbg-2p9,6.502790045915623,8.386856689688234,2.8903717578961645,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.488468,-112.08166,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-224@8tt-q4n-bff,5.736572297479192,9.433243894485784,2.833213344056216,2,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,31.969147,-110.3066,Benson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-227@8ts-3h9-dgk,4.859812404361672,8.43511508038063,1.791759469228055,1,7-Eleven,Grocery Stores,Convenience Stores,32.220512,-110.84149,Tucson,AZ,Convenience Stores
224-222@8ts-d23-2x5,4.897839799950911,8.363109176033522,2.302585092994046,1,Carniceria Agave,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.388817,-112.13531,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-zd7-h5z,4.727387818712341,8.051022208190679,2.1972245773362196,1,Circle K,Grocery Stores,Convenience Stores,33.328232,-111.85818,Chandler,AZ,Convenience Stores
224-222@8ts-79t-w6k,4.07753744390572,7.5443321080536885,2.1972245773362196,1,Quik Mart,Grocery Stores,Convenience Stores,32.141354,-110.90162,Tucson,AZ,Convenience Stores
222-223@5zb-xm9-d35,6.1441856341256456,9.234447447319416,3.044522437723423,2,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.653683,-111.92733,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@8tr-z9c-wrk,6.54534966033442,9.388988523403828,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,32.336899,-111.0871,Tucson,AZ,Convenience Stores
